gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,64,256,5120,False,torch.bfloat16,torch.float32,False,False,asm,5,13,7.9191,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0,21.19,417.92
gfx950,256,80,256,5120,False,torch.bfloat16,torch.float32,False,False,asm,7,13,7.9676,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0,26.32,436.97
gfx950,256,128,256,5120,False,torch.bfloat16,torch.float32,False,False,asm,5,10,9.0259,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0,37.18,442.91
gfx950,256,150,256,5120,False,torch.bfloat16,torch.float32,False,False,asm,7,10,9.3334,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0,42.13,453.67
gfx950,256,192,256,5120,False,torch.bfloat16,torch.float32,False,False,asm,8,10,9.8147,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0,51.28,477.43
gfx950,256,220,256,5120,False,torch.bfloat16,torch.float32,False,False,asm,7,8,10.8546,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0,53.13,459.43
gfx950,256,256,256,5120,False,torch.bfloat16,torch.float32,False,False,opus,1202,4,10.8124,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2_nooob,0.0,62.07,497.02
gfx950,256,384,256,5120,False,torch.bfloat16,torch.float32,False,False,asm,3,6,12.0049,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0,83.85,562.29
gfx950,256,448,256,5120,False,torch.bfloat16,torch.float32,False,False,asm,3,5,12.1134,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0,96.95,614.06
gfx950,256,512,256,5120,False,torch.bfloat16,torch.float32,False,False,asm,3,5,12.4844,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0,107.51,650.93
gfx950,256,1,128,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,13,5.5249,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,0.28,286.96
gfx950,256,1,2048,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,6,12.8405,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,1.96,1961.15
gfx950,256,1,3072,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,5,13.6048,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,2.77,2776.02
gfx950,256,1,50016,6144,False,torch.bfloat16,torch.float32,False,False,opus,5008,0,122.4478,opus_gemm_512x128x256x64_2x4_16x16x32_0x0x0_4g_safe,0.0,5.02,5020.17
gfx950,256,1,6144,2048,False,torch.bfloat16,torch.float32,False,False,flydsl,3161,2,10.8611,flydsl_gemm5_abf16_wbf16_bf16_t16x64x128_split_k2_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0438,2.32,2318.57
gfx950,256,1,6144,3072,False,torch.bfloat16,torch.float32,False,False,asm,1,2,13.5868,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,2.78,2779.7
gfx950,256,2,128,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,16,5.2543,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,0.6,304.12
gfx950,256,2,2048,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,6,12.8459,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,3.92,1961.61
gfx950,256,2,3072,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,5,13.6222,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,5.54,2773.83
gfx950,256,2,50016,6144,False,torch.bfloat16,torch.float32,False,False,opus,204,5,123.4256,opus_gemm_flatmm_splitk_256x32x128x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,9.96,4981.31
gfx950,256,2,6144,2048,False,torch.bfloat16,torch.float32,False,False,asm,1,2,10.7908,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,4.66,2335.19
gfx950,256,2,6144,3072,False,torch.bfloat16,torch.float32,False,False,asm,1,2,13.6185,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,5.54,2774.58
gfx950,256,4,128,6144,False,torch.bfloat16,torch.float32,False,False,asm,3,13,5.329,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0,1.18,304.57
gfx950,256,4,2048,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,5,12.9009,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,7.8,1955.78
gfx950,256,4,3072,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,5,13.5136,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,11.17,2798.84
gfx950,256,4,50016,6144,False,torch.bfloat16,torch.float32,False,False,opus,2008,0,123.6511,opus_gemm_512x128x256x64_2x4_16x16x32_0x0x0_cA1cB17,0.0,19.88,4974.04
gfx950,256,4,6144,2048,False,torch.bfloat16,torch.float32,False,False,flydsl,4265,2,10.708,flydsl_gemm8_abf16_wbf16_bf16_t16x64x64_split_k2_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0444,9.4,2356.31
gfx950,256,4,6144,3072,False,torch.bfloat16,torch.float32,False,False,flydsl,7384,2,13.0193,flydsl_gemm8_abf16_wbf16_bf16_t16x64x64_split_k2_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0486,11.6,2905.11
gfx950,256,8,128,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,16,5.25,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,2.4,318.71
gfx950,256,8,2048,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,6,12.8808,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,15.63,1963.92
gfx950,256,8,3072,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,5,13.7111,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,22.03,2763.91
gfx950,256,8,50016,6144,False,torch.bfloat16,torch.float32,False,False,opus,2008,0,124.408,opus_gemm_512x128x256x64_2x4_16x16x32_0x0x0_cA1cB17,0.0,39.52,4947.39
gfx950,256,8,6144,2048,False,torch.bfloat16,torch.float32,False,False,asm,1,2,10.8198,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,18.61,2338.02
gfx950,256,8,6144,3072,False,torch.bfloat16,torch.float32,False,False,flydsl,6292,2,13.2449,flydsl_gemm6_abf16_wbf16_bf16_t16x64x128_split_k2_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0485,22.8,2861.19
gfx950,256,16,128,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,13,5.3721,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,4.68,330.14
gfx950,256,16,2048,6144,False,torch.bfloat16,torch.float32,False,False,asm,3,6,13.0667,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0,30.82,1946.01
gfx950,256,16,3072,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,5,13.7282,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,44.0,2771.2
gfx950,256,16,50016,6144,False,torch.bfloat16,torch.float32,False,False,opus,204,2,131.0394,opus_gemm_flatmm_splitk_256x32x128x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,75.04,4703.88
gfx950,256,16,6144,2048,False,torch.bfloat16,torch.float32,False,False,asm,1,2,10.987,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,36.65,2314.37
gfx950,256,16,6144,3072,False,torch.bfloat16,torch.float32,False,False,flydsl,6292,2,13.9957,flydsl_gemm6_abf16_wbf16_bf16_t16x64x128_split_k2_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.049,43.15,2718.24
gfx950,256,32,128,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,16,5.6787,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,8.86,347.66
gfx950,256,32,2048,6144,False,torch.bfloat16,torch.float32,False,False,asm,1,6,13.2436,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,60.81,1939.81
gfx950,256,32,3072,6144,False,torch.bfloat16,torch.float32,False,False,asm,3,5,14.302,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0,84.46,2680.64
